NSE Symbol,Yahoo Code,Security Name
514140,514140.BO,SURYAVA SPIN
521200,521200.BO,SURYLAK.COTT
532782,532782.BO,SUTLEJ TEXT 
530239,530239.BO,SUVEN LIFE S
532667,532667.BO,SUZLONENERGY
523722,523722.BO,SVAM SOFTWAR
512257,512257.BO,SVARTCORP   
512449,512449.BO,SVC RES     
531909,531909.BO,SWAGRUHA    
503310,503310.BO,SWAN ENG    
500407,500407.BO,SWARAJ ENGIN
531003,531003.BO,SWARNA SECUR
526365,526365.BO,SWARNASA    
510245,510245.BO,SWASTI VINAY
530585,530585.BO,SWASTIK INV 
532051,532051.BO,SWELECT     
522215,522215.BO,SWISS GLASS 
531499,531499.BO,SYBLY INDS. 
511447,511447.BO,SYLPH TECH  
517385,517385.BO,SYMPHONY    
524470,524470.BO,SYNCOM FORM.
532276,532276.BO,SYNDICATE BN
531115,531115.BO,SYNERGY     
531173,531173.BO,SYSCHEM (I) 
526506,526506.BO,SYSTAMATIX C
532444,532444.BO,T. SPIRITUAL
500777,500777.BO,T.P.L.      
519483,519483.BO,TAI INDUST. 
507785,507785.BO,TAINWALA CH.
532390,532390.BO,TAJ GVK HOTL
505850,505850.BO,TAK MACHINE.
532890,532890.BO,TAKE SOLUT  
533639,533639.BO,TAKSHEEL    
505160,505160.BO,TALBROS AUTO
533200,533200.BO,TALWALKAR   
533170,533170.BO,TAMBOLI CAP 
531426,531426.BO,TAMIL.NEWSPR
523419,523419.BO,TAMIL.TELE. 
522229,522229.BO,TANEJA AERO.
506854,506854.BO,TANFAC IND. 
532790,532790.BO,TANLA       
532738,532738.BO,TANTIA CONS 
533203,533203.BO,TARAPUR TRA 
519091,519091.BO,TASTY BITE  
500770,500770.BO,TATA CHEM.  
532301,532301.BO,TATA COFFEE 
500483,500483.BO,TATA COMM   
500408,500408.BO,TATA ELXSI  
501301,501301.BO,TATA INVEST.
513434,513434.BO,TATA METALIK
500570,500570.BO,TATA MOTORS 
500400,500400.BO,TATA POWER  
513010,513010.BO,TATA SPONGE 
500470,500470.BO,TATA STEEL  
532371,532371.BO,TATA TELESER
504961,504961.BO,TATA YODOGAW
500800,500800.BO,TATAGLOBAL  
570001,570001.BO,TATAMTRTDVR 
521228,521228.BO,TATIA GLOB  
534369,534369.BO,TBZ LTD     
532284,532284.BO,TCFC FINANCE
533393,533393.BO,TCI DEVELP  
501242,501242.BO,TCI FINANCE 
532262,532262.BO,TCI INDUS.  
523301,523301.BO,TCPL PACK   
532540,532540.BO,TCS LTD.    
533553,533553.BO,TD POWER    
532755,532755.BO,TECH MAH    
533281,533281.BO,TECHNO ELE  
522142,522142.BO,TECHNO FORGE
532804,532804.BO,TECHNOCRAFT 
533216,533216.BO,TECHNOFAB   
523455,523455.BO,TECHTRN.POLY
533266,533266.BO,TECPRO SYS  
524204,524204.BO,TEESTA AGRO 
532358,532358.BO,TELE DATA IN
533089,533089.BO,TELE TECHNO 
530595,530595.BO,TELECANOR   
530533,530533.BO,TERAI TEA CO
533982,533982.BO,TERASOFTWARE
505400,505400.BO,TEXINFRA    
533326,533326.BO,TEXMACO RAIL
533164,533164.BO,TEXMO PIPES 
526483,526483.BO,TGF MEDIA SY
501756,501756.BO,THANA ELECT 
533158,533158.BO,THANGAMAYIL 
530199,530199.BO,THEMIS MEDIC
500411,500411.BO,THERMAX     
533121,533121.BO,THINKSOFT   
507450,507450.BO,THIRU A.SUG.
500412,500412.BO,THIRUMALAI  
500413,500413.BO,THOMAS COOK 
590005,590005.BO,TIDE WATE(PS
533629,533629.BO,TIJARIA PPL 
505196,505196.BO,TIL LTD.    
507205,507205.BO,TILAKNAG IND
533444,533444.BO,TIMBOR HOME 
532856,532856.BO,TIME TECHNO 
511559,511559.BO,TIMES GUARAN
500414,500414.BO,TIMEX GROUP 
700091,700091.BO,TIMEX NCRPS 
700110,700110.BO,TIMEXWAT CRP
522113,522113.BO,TIMKEN (I)  
530475,530475.BO,TINA OVERSEA
504966,504966.BO,TINPLATE    
532375,532375.BO,TIPS INDUS. 
533258,533258.BO,TIRUPATI IN 
531547,531547.BO,TIRUPATI IND
531814,531814.BO,TIRUPATI SAR
524582,524582.BO,TIRUPATI STA
532966,532966.BO,TITAGARH WAG
524717,524717.BO,TITAN BIOTEC
500114,500114.BO,TITAN IND.  
531830,531830.BO,TODAYS      
531910,531910.BO,TOHEAL PHARM
500418,500418.BO,TOKYO PLAST 
532779,532779.BO,TORNT POWER 
523856,523856.BO,TORR CABS   
500420,500420.BO,TORRENT PHAR
526650,526650.BO,TOURISM FINA
517407,517407.BO,TOYAMA ELECT
526582,526582.BO,TPL PLAST   
500422,500422.BO,TRANSCHEM   
532410,532410.BO,TRANSCORP IN
513063,513063.BO,TRANSFREIGHT
526139,526139.BO,TRANSGENE BI
506687,506687.BO,TRANSPEK    
532349,532349.BO,TRANSPORT CO
532812,532812.BO,TRANSWARRANT
533540,533540.BO,TREE HOUSE  
517228,517228.BO,TREND ELECT 
532090,532090.BO,TRENDY KNIT.
500251,500251.BO,TRENT LTD.  
710052,710052.BO,TRENTCCCPSB 
505854,505854.BO,TRF LTD.    
531703,531703.BO,TRIBHUVAN HS
531675,531675.BO,TRICOM INDIA
531716,531716.BO,TRICOMFRU   
521064,521064.BO,TRIDENT     
517562,517562.BO,TRIGYN TECH 
531658,531658.BO,TRIJAL IND. 
532928,532928.BO,TRIL        
531712,531712.BO,TRILOGIC    
590093,590093.BO,TRIMURTHI DR
590091,590091.BO,TRINETHRA IN
531279,531279.BO,TRISHAKTI EL
523387,523387.BO,TRITON CORP.
505978,505978.BO,TRITON VALVE
532356,532356.BO,TRIVENI ENGG
502281,502281.BO,TRIVENI GLAS
533655,533655.BO,TRIVENITURB 
533941,533941.BO,TSIL        
514142,514142.BO,TT LTD.     
507747,507747.BO,TTK HEALTHCA
517506,517506.BO,TTK PRESTIGE
504973,504973.BO,TUBE INV.   
531088,531088.BO,TULIP STAR H
532691,532691.BO,TULIP TELE  
532948,532948.BO,TULSI EXTRU 
513629,513629.BO,TULSYAN NEC 
531411,531411.BO,TUNI TEXTILE
506808,506808.BO,TUTICORIN.  
532311,532311.BO,TUTIS TECH  
532515,532515.BO,TV TODAY    
532800,532800.BO,TV18BRDCST  
532343,532343.BO,TVS MOTOR L 
509243,509243.BO,TVS SRICHAKR
532513,532513.BO,TVSELE      
506985,506985.BO,TWILITAKA PH
531917,531917.BO,TWINSTAR SOF
526945,526945.BO,TYROON TEA  
509960,509960.BO,U.P.HOTELS  
509992,509992.BO,UB ENGG.    
500464,500464.BO,UCAL FUEL   
532505,532505.BO,UCOBANK     
500148,500148.BO,UFLEX LTD   
530363,530363.BO,UGAR SUGAR  
506685,506685.BO,ULTRAMARINE 
532538,532538.BO,ULTRATECH CM
500231,500231.BO,UMANG DAIR  
532398,532398.BO,UMESL       
504605,504605.BO,UNI ABEX    
523519,523519.BO,UNI OFF AUTO
521226,521226.BO,UNI ROYAL IN
500426,500426.BO,UNI TUBES LT
506690,506690.BO,UNICHEM LAB 
500427,500427.BO,UNIFLEX CABL
524264,524264.BO,UNIMER INDIA
530321,530321.BO,UNIMIN INDIA
532477,532477.BO,UNION BANK L
500429,500429.BO,UNIPHOS ENT.
532646,532646.BO,UNIPLY IND  
530997,530997.BO,UNIQUE ORGAN
531831,531831.BO,UNISYS SOFT.
532432,532432.BO,UNITD SPR   
507878,507878.BO,UNITECH LTD 
533171,533171.BO,UNITED BANK 
532478,532478.BO,UNITED BREWA
507458,507458.BO,UNITED BREWE
531091,531091.BO,UNITED CRED.
512070,512070.BO,UNITED PHOSH
532746,532746.BO,UNITY INFRA 
504212,504212.BO,UNIV.CABLE  
524408,524408.BO,UNIV.STARCH 
532378,532378.BO,UNIVERSAL A 
514144,514144.BO,UNIWORTH LTD
531762,531762.BO,UNJHA FORMUL
519273,519273.BO,UNNO INDUS. 
530505,530505.BO,UPPER GANGES
531390,531390.BO,UPSURGE INV.
526987,526987.BO,URJA GLOBAL 
532402,532402.BO,USGTECH     
517146,517146.BO,USHA MART.LT
511736,511736.BO,USHDEV INTNL
532765,532765.BO,USHER AGRO  
526879,526879.BO,UT LTD.     
590101,590101.BO,UTI GOLD ETF
513216,513216.BO,UTTAM GALVA 
532729,532729.BO,UTTAM SUGAR 
526957,526957.BO,UV BOARDS   
522091,522091.BO,UV DER HORST
532953,532953.BO,V GUARD IND 
511110,511110.BO,V.B.DESAI   
532867,532867.BO,V2RETAIL    
532320,532320.BO,VAARAD      
519152,519152.BO,VADILAL ENT 
519156,519156.BO,VADILAL IND 
531676,531676.BO,VAGHANI     
590111,590111.BO,VAISHNAVI   
511431,511431.BO,VAKRANGEE SO
532389,532389.BO,VALECHA ENGG
526775,526775.BO,VALIANT COMM
530403,530403.BO,VALLABH POLY
513397,513397.BO,VALLABH STEL
530459,530459.BO,VALSON INDUS
500945,500945.BO,VALUE IND L 
511114,511114.BO,VALUEMAR    
532338,532338.BO,VALUEMART   
512175,512175.BO,VAMA INDS   
530369,530369.BO,VAMSHI RUBB.
521046,521046.BO,VANASTH.TEXT
502589,502589.BO,VAPI PAPER  
500439,500439.BO,VARD HOLDNG 
502986,502986.BO,VARDH TEXT  
531444,531444.BO,VARDHMAN    
513534,513534.BO,VARDHMAN IND
514175,514175.BO,VARDHMAN POL
532917,532917.BO,VARUN INDS  
500465,500465.BO,VARUN SHIP. 
531574,531574.BO,VAS INFRA   
533156,533156.BO,VASCON ENG  
533576,533576.BO,VASWANI IND 
533269,533269.BO,VATECH WABA 
531650,531650.BO,VAX HSG.FIN.
513005,513005.BO,VBC FERRO   
524310,524310.BO,VBC IND.    
533056,533056.BO,VEDAVAAG    
522267,522267.BO,VEEJAY LAKSH
503657,503657.BO,VEER ENERGY 
526755,526755.BO,VELAN HOTELS
532093,532093.BO,VENKAT PHARM
523261,523261.BO,VENKEY'S (I)
516098,516098.BO,VENTURA TEXL
531874,531874.BO,VENUS POWER 
526953,526953.BO,VENUS REMEDI
507472,507472.BO,VENUS SUGAR 
530769,530769.BO,VENUS UNIVER
512229,512229.BO,VERITAS     
531950,531950.BO,VERTEX SEC. 
531544,531544.BO,VERTEX SPG  
520113,520113.BO,VESUVIUS IND
523796,523796.BO,VICEROY HOTE
503349,503349.BO,VICTORIA MIL
511389,511389.BO,VIDEOCON IND
531717,531717.BO,VIDHI DYESTU
511539,511539.BO,VIJAY GROWTH
523724,523724.BO,VIJAY SHA.BU
530151,530151.BO,VIJAY TEXTIL
532401,532401.BO,VIJAYA BANK 
530961,530961.BO,VIKAS GLO   
531518,531518.BO,VIKAS GRAN  
519307,519307.BO,VIKAS WSP   
532677,532677.BO,VIKASH METAL
530477,530477.BO,VIKRAM THERM
519373,519373.BO,VIMAL OIL FD
524394,524394.BO,VIMTA LABS  
524200,524200.BO,VINATI ORG. 
517015,517015.BO,VINDHYA TELE
532360,532360.BO,VINTAGE CARD
517393,517393.BO,VINTRON INF.
524129,524129.BO,VINYL CHEM  
507880,507880.BO,VIP INDUS.  
519039,519039.BO,VIPPY INDUS.
514302,514302.BO,VIPPY SPIN. 
511726,511726.BO,VIPUL LTD   
519457,519457.BO,VIRAT CRANE 
532354,532354.BO,VIRGOGLOBAL 
532372,532372.BO,VIRINCHI CON
532721,532721.BO,VISA STEEL  
531025,531025.BO,VISAGAR FIN 
506146,506146.BO,VISAGAR POL 
509055,509055.BO,VISAKA IND. 
532411,532411.BO,VISESH INFO.
516072,516072.BO,VISHNU CHEM 
531668,531668.BO,VISION CORPO
526441,526441.BO,VISION TECH.
512279,512279.BO,VISISTH MERC
524711,524711.BO,VISTA PHARMA
590038,590038.BO,VISU INTL   
524576,524576.BO,VIVID IND   
532660,532660.BO,VIVIMED LABS
517429,517429.BO,VJIL CONSULT
534567,534567.BO,VKS PROJECTS
511333,511333.BO,VLS FINANCE 
519602,519602.BO,VMF SOFTEC  
533427,533427.BO,VMS INDUSTR 
522122,522122.BO,VOITH PAPER 
531865,531865.BO,VOLANT TEX. 
532757,532757.BO,VOLTAMP TRAN
500575,500575.BO,VOLTAS LTD  
534392,534392.BO,VSSL        
509966,509966.BO,VST INDUS.  
531266,531266.BO,VST TILLERS 
532893,532893.BO,VTM LTD     
532824,532824.BO,VTX IND     
522080,522080.BO,VULCAN ENG. 
517399,517399.BO,VXL INSTRUM.
506142,506142.BO,VYAPAR INDS 
520003,520003.BO,VYBRA AUTO. 
501391,501391.BO,W.H.BRADY   
533023,533023.BO,WABCO       
519035,519035.BO,WADALA COMM 
503675,503675.BO,WAGEND      
501370,501370.BO,WALCHAND PF 
507410,507410.BO,WALCHANDNGR 
511147,511147.BO,WALL ST.FIN.
524212,524212.BO,WANBURY LTD 
508494,508494.BO,WARREN TEA  
523660,523660.BO,WATERBASE   
517498,517498.BO,WEBELSOLAR  
533452,533452.BO,WEIZMANN FX 
523011,523011.BO,WEIZMANN LTD
504988,504988.BO,WELCAST     
532144,532144.BO,WELCORP     
531249,531249.BO,WELL PACK PA
532553,532553.BO,WELPROJ     
514162,514162.BO,WELSPUN (I) 
533495,533495.BO,WELSPUN GLB 
533252,533252.BO,WELSPUN INV 
508933,508933.BO,WELSPUN SYNT
526431,526431.BO,WELTERMAN I.
505412,505412.BO,WENDT(INDIA)
532373,532373.BO,WEPSOLN     
500444,500444.BO,WEST COAST  
531217,531217.BO,WEST.(I)SHIP
505533,505533.BO,WESTLIFE DEV
590073,590073.BO,WHEELS INDIA
500238,500238.BO,WHIRLPOOL   
513713,513713.BO,WHITE DIAMON
519214,519214.BO,WILLIAM.FIN.
519224,519224.BO,WILLIAM.MAGO
526586,526586.BO,WIM PLAST LT
514470,514470.BO,WIMSOME TEXT
522029,522029.BO,WINDSOR MACH
526471,526471.BO,WINSOME BREW
514348,514348.BO,WINSOME YARN
524758,524758.BO,WINTAC LTD  
507685,507685.BO,WIPRO LTD.  
532795,532795.BO,WIRE& WIRLES
532300,532300.BO,WOCKHARDT   
526525,526525.BO,WORLDWIDE LE
505872,505872.BO,WPIL LTD.   
500095,500095.BO,WYETH LTD.  
532616,532616.BO,XCHANGING   
532788,532788.BO,XLENERGY    
532116,532116.BO,XO INFOTECH 
590013,590013.BO,XPRO INDI(PS
511601,511601.BO,YASH MANAGE.
516030,516030.BO,YASH PAPERS 
532368,532368.BO,YBRANTDIGI  
532648,532648.BO,YES BANK    
522209,522209.BO,YOGI SUNGWON
522108,522108.BO,YUKEN INDIA 
531663,531663.BO,YUVRAAJHPL  
506720,506720.BO,ZANDUREALTY 
505537,505537.BO,ZEE ENTER   
533287,533287.BO,ZEE LEARN   
532794,532794.BO,ZEE NEWS    
533339,533339.BO,ZEN TECH    
531845,531845.BO,ZENITH BIRLA
517164,517164.BO,ZENITH COMP.
514266,514266.BO,ZENITH FIBRE
530665,530665.BO,ZENITH HEALT
532298,532298.BO,ZENITH INFO.
532039,532039.BO,ZENOTECH    
504067,504067.BO,ZENSAR TECH.
505163,505163.BO,ZF STEERING 
531404,531404.BO,ZICOM ELECTR
521163,521163.BO,ZODIAC CLOTH
512587,512587.BO,ZODIAC JRD  
500780,500780.BO,ZUARI INDUS.
530091,530091.BO,ZYDEN GENTEC
531335,531335.BO,ZYDUS WELL  
532883,532883.BO,ZYLOG SYSTEM
